"country","date","name","actual","consensus","previous","volatility"
"Australia","20140925 02:30:00","RBA's Governor Glenn Stevens Speech","","","","2"
"United Kingdom","20140925 10:00:00","CBI Distributive Trades Survey - Realized (MoM)",""," 30.000 "," 37.000 ","1"
"United States","20140925 12:30:00","Durable Goods Orders","","-18.000  %","22.600  %","3"
"United States","20140925 12:30:00","Durable Goods Orders ex Transportation","","0.700  %","-0.700  %","2"
"United States","20140925 12:30:00","Initial Jobless Claims",""," 300.000 "," 280.000 ","2"
"United States","20140925 12:30:00","Continuing Jobless Claims",""," 2.450 "," 2.429 ","2"
"United Kingdom","20140925 12:40:00","BOE's Governor Carney speech","","","","3"
"United States","20140925 13:45:00","Markit Services PMI",""," 59.000 "," 59.500 ","2"
"United States","20140925 13:45:00","Markit PMI Composite","",""," 59.700 ","2"
"United States","20140925 14:30:00","EIA Natural Gas Storage change",""," 98.000 "," 90.000 ","1"
"United States","20140925 15:00:00","Kansas Fed manufacturing activity","",""," 4.000 ","1"
"United States","20140925 17:00:00","7-Year Note Auction","","","2.045  %","1"
"South Korea","20140925 21:00:00","Consumer Sentiment Index","",""," 107.000 ","1"
"Japan","20140925 23:30:00","National Consumer Price Index (YoY)","","","3.400  %","3"
"Japan","20140925 23:30:00","National CPI Ex Food, Energy (YoY)","","","2.300  %","2"
"Japan","20140925 23:30:00","National CPI Ex-Fresh Food (YoY)","","3.200  %","3.300  %","2"
"Japan","20140925 23:30:00","Tokyo Consumer Price Index (YoY)","","","2.800  %","3"
"Japan","20140925 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","","2.100  %","1"
"Japan","20140925 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","2.600  %","2.700  %","2"
