"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20151130 00:00:00","ANZ Business Confidence","","","","1"
"Australia","20151130 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20151130 00:30:00","Private Sector Credit (YoY)","","","","2"
"Australia","20151130 00:30:00","Private Sector Credit (MoM)","","","","2"
"Australia","20151130 00:30:00","Company Gross Operating Profits (QoQ)","","","","1"
"New Zealand","20151130 02:00:00","M3 Money Supply (YoY)","","","","0"
"Japan","20151130 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20151130 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20151130 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20151130 05:00:00","Construction Orders (YoY)","","","","1"
"Spain","20151130 08:00:00","Retail Sales (YoY)","","","","1"
"Switzerland","20151130 08:00:00","KOF Leading Indicator","","","","2"
"Spain","20151130 09:00:00","Current Account Balance","","","","1"
"India","20151130 09:00:00","Infrastructure Output (YoY)","","","","1"
" INR"","20151130 09:00:00",""Federal Fiscal Deficit","","","","India"
"United Kingdom","20151130 09:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20151130 09:30:00","Consumer Credit","","","","2"
"United Kingdom","20151130 09:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20151130 09:30:00","M4 Money Supply (MoM)","","","","1"
"United Kingdom","20151130 09:30:00","M4 Money Supply (YoY)","","","","1"
"Germany","20151130 10:00:00","30-y Bond Auction","","","","1"
"Italy","20151130 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20151130 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20151130 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20151130 10:00:00","Consumer Price Index (YoY)","","","","1"
"Greece","20151130 10:00:00","Retail Sales (YoY)","","","","1"
"Italy","20151130 11:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20151130 11:00:00","Producer Price Index (MoM)","","","","1"
"Portugal","20151130 11:00:00","Gross Domestic Product (QoQ)","","","","1"
"Portugal","20151130 11:00:00","Gross Domestic Product (YoY)","","","","1"
"Germany","20151130 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20151130 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20151130 13:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20151130 13:00:00","Consumer Price Index (YoY)","","","","2"
"Canada","20151130 13:30:00","Current Account","","","","2"
"United States","20151130 14:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20151130 15:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20151130 15:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20151130 15:30:00","Dallas Fed Manufacturing Business Index","","","","2"
"New Zealand","20151130 21:45:00","Terms of Trade Index","","","","1"
"Australia","20151130 22:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20151130 23:50:00","Capital Spending","","","","1"
