"country","date","name","actual","consensus","previous","volatility"
"Australia","20161014 00:30:00","Financial Stability Review","","","","1"
"China","20161014 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20161014 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20161014 01:30:00","Consumer Price Index (YoY)","","","","3"
"China","20161014 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20161014 02:00:00","New Loans","","","","1"
"India","20161014 06:30:00","WPI Inflation","","","","1"
"Spain","20161014 07:00:00","Consumer Price Index (YoY)","","","","1"
"Spain","20161014 07:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20161014 07:00:00","HICP (MoM)","","","","1"
"Spain","20161014 07:00:00","HICP (YoY)","","","","1"
"Switzerland","20161014 07:15:00","Producer and Import Prices (MoM)","","","","1"
"Switzerland","20161014 07:15:00","Producer and Import Prices (YoY)","","","","1"
"United Kingdom","20161014 08:30:00","BOE Credit Conditions Survey","","","","1"
"Italy","20161014 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20161014 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20161014 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20161014 09:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20161014 09:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20161014 09:00:00","Trade Balance s.a.","","","","2"
"India","20161014 12:00:00","Trade Deficit Government","","","","1"
"United States","20161014 12:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20161014 12:30:00","Retail Sales control group","","","","2"
"United States","20161014 12:30:00","Retail Sales (MoM)","","","","3"
"United States","20161014 12:30:00","Producer Price Index (MoM)","","","","1"
"United States","20161014 12:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20161014 12:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United States","20161014 12:30:00","Producer Price Index (YoY)","","","","1"
"United States","20161014 12:30:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"United States","20161014 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","3"
"United States","20161014 14:00:00","Business Inventories","","","","1"
"United Kingdom","20161014 14:00:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20161014 14:00:00","BOE's Governor Carney speech","","","","2"
"United States","20161014 16:00:00","Fed's Yellen Speech","","","","3"
"United States","20161014 17:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20161014 18:00:00","Monthly Budget Statement","","","","2"
"United States","20161014 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161014 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20161014 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20161014 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161014 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161014 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161014 19:30:00","CFTC AUD NC net positions","","","","1"
