"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170428 00:00:00","ANZ Business Confidence","","","","1"
"New Zealand","20170428 00:00:00","ANZ Activity Outlook","","","","1"
"Australia","20170428 00:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20170428 00:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20170428 01:30:00","Producer Price Index (QoQ)","","","","1"
"Australia","20170428 01:30:00","Producer Price Index (YoY)","","","","1"
"Japan","20170428 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20170428 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20170428 05:00:00","Construction Orders (YoY)","","","","1"
"France","20170428 05:30:00","Gross Domestic Product (QoQ)","","","","2"
"France","20170428 05:30:00","Gross Domestic Product (YoY)","","","","2"
"Germany","20170428 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20170428 06:00:00","Import Price Index (MoM)","","","","1"
"Germany","20170428 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170428 06:00:00","Retail Sales (MoM)","","","","1"
"United Kingdom","20170428 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20170428 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"France","20170428 06:45:00","Producer Prices (MoM)","","","","1"
"France","20170428 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20170428 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Spain","20170428 07:00:00","Retail Sales (YoY)","","","","1"
"Spain","20170428 07:00:00","Gross Domestic Product - Estimated (QoQ)","","","","1"
"Spain","20170428 07:00:00","Gross Domestic Product - Estimated (YoY)","","","","1"
"Switzerland","20170428 07:00:00","KOF Leading Indicator","","","","2"
"Spain","20170428 08:00:00","Current Account Balance","","","","1"
"European Monetary Union","20170428 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20170428 08:00:00","M3 Money Supply (YoY)","","","","1"
"European Monetary Union","20170428 08:00:00","M3 Money Supply (3m)","","","","1"
"Switzerland","20170428 08:00:00","SNB Chairman Jordan Speech","","","","2"
"United Kingdom","20170428 08:30:00","BBA Mortgage Approvals","","","","1"
"United Kingdom","20170428 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20170428 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20170428 08:30:00","Index of Services (3M/3M)","","","","1"
"Italy","20170428 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170428 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170428 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170428 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20170428 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20170428 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20170428 09:00:00","Consumer Price Index - Core (YoY)","","","","2"
"European Monetary Union","20170428 09:00:00","Consumer Price Index (YoY)","","","","2"
"Italy","20170428 10:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20170428 10:00:00","Producer Price Index (YoY)","","","","1"
" INR"","20170428 10:30:00",""Federal Fiscal Deficit","","","","India"
"India","20170428 11:30:00","Bank Loan Growth","","","","1"
"India","20170428 11:30:00","Infrastructure Output (YoY)","","","","1"
"United States","20170428 12:30:00","Gross Domestic Product Price Index","","","","3"
"United States","20170428 12:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20170428 12:30:00","Employment cost index","","","","1"
"United States","20170428 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"United States","20170428 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"Canada","20170428 12:30:00","Raw Material Price Index","","","","1"
"Canada","20170428 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20170428 12:30:00","Gross Domestic Product (MoM)","","","","2"
"Brazil","20170428 13:00:00","Unemployment Rate","","","","1"
"United States","20170428 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20170428 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"Brazil","20170428 14:30:00","Nominal Budget Balance","","","","1"
"Brazil","20170428 14:30:00","Primary Budget Surplus","","","","1"
"United States","20170428 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170428 17:15:00","FOMC Member Brainard Speech","","","","1"
"United States","20170428 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170428 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170428 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170428 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170428 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170428 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170428 19:30:00","CFTC AUD NC net positions","","","","1"
" pesos"","20170428 20:00:00",""Fiscal Balance","","","","Mexico"
