"country","date","name","actual","consensus","previous","volatility"
"Australia","20141010 00:30:00","Home Loans","","0.100  %","0.300  %","2"
"Australia","20141010 00:30:00","Investment Lending for Homes","","","6.800  %","2"
"Australia","20141010 01:45:00","RBA Assist Gov Edey Speech ","","","","2"
"China","20141010 02:00:00","New Loans","",""," 702.500 ","2"
"New Zealand","20141010 02:00:00","REINZ House Price Index (MoM)","","","1.100  %","2"
"Japan","20141010 05:00:00","Consumer Confidence Index",""," 42.200 "," 41.200 ","2"
"United Kingdom","20141010 08:30:00","Total Trade Balance","","","£ -10.200 ","2"
"United Kingdom","20141010 08:30:00","Goods Trade Balance","","£ -9.600 ","£ -10.186 ","2"
"United Kingdom","20141010 08:30:00","Trade Balance; non-EU","","£ -4.000 ","£ -4.345 ","2"
"United Kingdom","20141010 09:00:00","CB Leading Economic Index","","","0.100  %","1"
"United States","20141010 12:30:00","Import Price Index (YoY)","","","-0.400  %","1"
"United States","20141010 12:30:00","Export Price Index (MoM)","","-0.100  %","-0.500  %","1"
"United States","20141010 12:30:00","Export Price Index (YoY)","","","0.400  %","1"
"United States","20141010 12:30:00","Import Price Index (MoM)","","-0.700  %","-0.900  %","1"
"Canada","20141010 12:30:00","Net Change in Employment",""," 20.000 "," -11.000 ","3"
"Canada","20141010 12:30:00","Participation rate","","66.000  %","66.000  %","1"
"Canada","20141010 12:30:00","Unemployment Rate","","7.000  %","7.000  %","3"
"Mexico","20141010 13:00:00","Industrial Output (MoM)","","","0.300  %","1"
"Mexico","20141010 13:00:00","Industrial Output (YoY)","","","2.100  %","1"
"United States","20141010 13:00:00","Philadelphia Fed's Plosser speech","","","","1"
"Canada","20141010 14:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20141010 18:00:00","Monthly Budget Statement","","","$ -129.000 ","2"
