"country","date","name","actual","consensus","previous","volatility"
"China","20140103 01:00:00","Non-manufacturing PMI"," 54.600 ",""," 56.000 ","2"
"United Kingdom","20140103 07:00:00","Nationwide Housing Prices n.s.a (YoY)","8.400  %","7.100  %","6.500  %","2"
"Switzerland","20140103 08:00:00","KOF Leading Indicator",""," 1.930 "," 1.850 ","2"
"Switzerland","20140103 08:30:00","SVME - Purchasing Managers' Index",""," 56.900 "," 56.500 ","2"
"United Kingdom","20140103 09:30:00","Consumer Credit","","£ 0.700 ","£ 0.457 ","2"
"United Kingdom","20140103 09:30:00","Mortgage Approvals",""," 69.000 "," 67.701 ","2"
"United Kingdom","20140103 09:30:00","Net Lending to Individuals (MoM)","","£ 2.000 ","£ 1.700 ","2"
"United Kingdom","20140103 09:30:00","PMI Construction",""," 62.000 "," 62.600 ","2"
"United States","20140103 14:45:00","ISM New York index","",""," 69.500 ","1"
"Denmark","20140103 15:00:00","Currency Reserves","",""," 489.300 ","1"
"United States","20140103 15:30:00","EIA Natural Gas Storage change",""," -125.000 "," -177.000 ","1"
"United States","20140103 16:00:00","EIA Crude Oil Stocks change",""," -2.300 "," -4.731 ","1"
"United States","20140103 17:45:00","Philadelphia Fed's Plosser speech","","","","1"
"United States","20140103 18:15:00","FOMC Member Stein Speech","","","","1"
"United States","20140103 19:30:00","Fed's Bernanke Speech","","","","3"
"Argentina","20140103 20:00:00","Tax Revenue (MoM)","",""," 73.580 ","1"
"United States","20140103 22:00:00","Total Vehicle Sales",""," 16.000 "," 16.400 ","1"
