"country","date","name","actual","consensus","previous","volatility"
"Australia","20180116 00:30:00","New Motor Vehicle Sales (YoY)","","","","1"
"Australia","20180116 00:30:00","New Motor Vehicle Sales (MoM)","","","","1"
"China","20180116 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20180116 04:30:00","All Industry Activity Index (MoM)","","","","2"
"Germany","20180116 07:00:00","Wholesale Price Index (MoM)","","","","2"
"Germany","20180116 07:00:00","Wholesale Price Index (YoY)","","","","2"
"Germany","20180116 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","3"
"Germany","20180116 07:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20180116 07:00:00","Consumer Price Index (YoY)","","","","1"
"Germany","20180116 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"France","20180116 07:45:00","Budget","","","","1"
"Italy","20180116 09:00:00","Trade Balance EU","","","","1"
"Italy","20180116 09:00:00","Global Trade Balance","","","","1"
"United Kingdom","20180116 09:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20180116 09:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20180116 09:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20180116 09:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20180116 09:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20180116 09:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20180116 09:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20180116 09:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20180116 09:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20180116 09:30:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20180116 09:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20180116 09:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20180116 09:30:00","Consumer Price Index (MoM)","","","","2"
"Italy","20180116 10:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20180116 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20180116 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20180116 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Spain","20180116 10:00:00","12-Month Letras Auction","","","","1"
"Spain","20180116 10:00:00","6-Month Letras Auction","","","","1"
"Russia","20180116 12:00:00","Budget Fulfilment","","","","1"
"United States","20180116 13:30:00","NY Empire State Manufacturing Index","","","","1"
"New Zealand","20180116 14:00:00","GDT Price Index","","","","1"
"United States","20180116 16:30:00","4-Week Bill Auction","","","","1"
"United States","20180116 16:30:00","3-Month Bill Auction","","","","1"
"United States","20180116 16:30:00","6-Month Bill Auction","","","","1"
"Brazil","20180116 17:00:00","Interest Rate Decision","","","","1"
"Switzerland","20180116 17:00:00","SNB Chairman Jordan Speech","","","","3"
"Australia","20180116 23:30:00","Westpac Consumer Confidence","","","","2"
"Japan","20180116 23:50:00","Machinery Orders (YoY)","","","","2"
"Japan","20180116 23:50:00","Machinery Orders (MoM)","","","","2"
