"country","date","name","actual","consensus","previous","volatility"
"Japan","20180301 00:30:00","Nikkei Manufacturing PMI","","","","1"
"Australia","20180301 00:30:00","Private Capital Expenditure","","","","1"
"China","20180301 01:45:00","Caixin Manufacturing PMI","","","","2"
"Japan","20180301 05:00:00","Consumer Confidence Index","","","","1"
"Australia","20180301 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Switzerland","20180301 06:45:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"Switzerland","20180301 06:45:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20180301 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20180301 07:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"Switzerland","20180301 07:00:00","UBS Consumption Indicator","","","","2"
"Spain","20180301 08:00:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20180301 08:00:00","Gross Domestic Product (QoQ)","","","","1"
"Spain","20180301 08:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20180301 08:15:00","Real Retail Sales (YoY)","","","","2"
"Switzerland","20180301 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20180301 08:45:00","Markit Manufacturing PMI","","","","1"
"France","20180301 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20180301 08:55:00","Markit Manufacturing PMI","","","","2"
"Italy","20180301 09:00:00","Unemployment","","","","2"
"Greece","20180301 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20180301 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20180301 09:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20180301 09:30:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20180301 09:30:00","Consumer Credit","","","","2"
"United Kingdom","20180301 09:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20180301 09:30:00","M4 Money Supply (MoM)","","","","1"
"United Kingdom","20180301 09:30:00","M4 Money Supply (YoY)","","","","1"
"Spain","20180301 10:00:00","10-y Obligaciones Auction","","","","1"
"Spain","20180301 10:00:00","3-y Bond Auction","","","","1"
"Spain","20180301 10:00:00","5-y Bond Auction","","","","1"
"European Monetary Union","20180301 10:00:00","Unemployment Rate","","","","2"
"France","20180301 10:00:00","10-y Bond Auction","","","","1"
"Brazil","20180301 11:00:00","Gross Domestic Product (QoQ)","","","","1"
"Brazil","20180301 11:00:00","Gross Domestic Product (YoY)","","","","1"
"Brazil","20180301 12:00:00","HSBC PMI Manufacturing","","","","1"
"Russia","20180301 13:00:00","Central Bank Reserves $","","","","1"
"United States","20180301 13:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20180301 13:30:00","Personal Income (MoM)","","","","2"
"United States","20180301 13:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","3"
"United States","20180301 13:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20180301 13:30:00","Personal Spending","","","","2"
"United States","20180301 13:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","3"
"United States","20180301 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20180301 13:30:00","Initial Jobless Claims","","","","2"
"Brazil","20180301 13:30:00","Nominal Budget Balance","","","","1"
"Brazil","20180301 13:30:00","Primary Budget Surplus","","","","1"
"Canada","20180301 13:30:00","Current Account","","","","2"
"Canada","20180301 14:30:00","Markit Manufacturing PMI","","","","2"
"United States","20180301 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20180301 15:00:00","Fed's Powell Speech","","","","3"
"United States","20180301 15:00:00","ISM Prices Paid","","","","3"
"United States","20180301 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20180301 15:00:00","Construction Spending (MoM)","","","","2"
"United States","20180301 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20180301 16:00:00","Fed's William Dudley speech","","","","2"
"United States","20180301 20:30:00","Total Vehicle Sales","","","","1"
"New Zealand","20180301 21:45:00","Building Permits s.a. (MoM)","","","","2"
"Japan","20180301 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
"Japan","20180301 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
" Energy (YoY)"","20180301 23:30:00",""Tokyo CPI ex Food","","","","Japan"
" Energy (YoY)"","20180301 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20180301 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20180301 23:30:00","Unemployment Rate","","","","2"
"Japan","20180301 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20180301 23:50:00","Monetary Base (YoY)","","","","1"
