"country","date","name","actual","consensus","previous","volatility"
"China","20170512 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Germany","20170512 06:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20170512 06:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170512 06:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170512 06:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170512 06:00:00","Gross Domestic Product w.d.a (YoY)","","","","3"
"Germany","20170512 06:00:00","Gross Domestic Product s.a (QoQ)","","","","3"
"Germany","20170512 06:00:00","Gross Domestic Product n.s.a (YoY)","","","","3"
"Japan","20170512 06:00:00","Machine Tool Orders (YoY)","","","","1"
"France","20170512 06:45:00","Nonfarm Payrolls (QoQ)","","","","1"
"China","20170512 07:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170512 07:00:00","New Loans","","","","1"
"Spain","20170512 07:00:00","HICP (MoM)","","","","1"
"Spain","20170512 07:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20170512 07:00:00","HICP (YoY)","","","","1"
"Spain","20170512 07:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20170512 09:00:00","Industrial Production s.a. (MoM)","","","","2"
"European Monetary Union","20170512 09:00:00","Industrial Production w.d.a. (YoY)","","","","2"
"India","20170512 11:30:00","Bank Loan Growth","","","","1"
"India","20170512 11:30:00","Manufacturing Output","","","","1"
"India","20170512 11:30:00","Industrial Output","","","","1"
"India","20170512 11:30:00","Cumulative Industrial Output","","","","1"
" USD"","20170512 11:30:00",""FX Reserves","","","","India"
"United States","20170512 12:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20170512 12:30:00","Retail Sales control group","","","","2"
"United States","20170512 12:30:00","Retail Sales (MoM)","","","","3"
"United States","20170512 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","","","2"
"United States","20170512 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","","","3"
"United States","20170512 12:30:00","Consumer Price Index (YoY)","","","","3"
"United States","20170512 12:30:00","Consumer Price Index Core s.a","","","","1"
"United States","20170512 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20170512 12:30:00","Consumer Price Index n.s.a (MoM)","","","","1"
"Mexico","20170512 13:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20170512 13:00:00","Industrial Output (YoY)","","","","1"
"United States","20170512 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20170512 14:00:00","Business Inventories","","","","1"
"United States","20170512 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170512 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170512 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170512 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170512 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170512 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170512 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170512 19:30:00","CFTC AUD NC net positions","","","","1"
