"country","date","name","actual","consensus","previous","volatility"
"United States","20150828 00:00:00","Jackson Hole Symposium","","","","3"
"Switzerland","20150828 05:45:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"Switzerland","20150828 05:45:00","Gross Domestic Product (YoY)","","","","3"
"France","20150828 06:45:00","Producer Prices (MoM)","","","","1"
"Spain","20150828 07:00:00","Retail Sales (YoY)","","","","1"
"Spain","20150828 07:00:00","HICP (YoY)","","","","1"
"Italy","20150828 08:00:00","Business Confidence","","","","1"
"Italy","20150828 08:00:00","Consumer Confidence","","","","1"
"United Kingdom","20150828 08:30:00","Gross Domestic Product (YoY)","","","","3"
"European Monetary Union","20150828 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20150828 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20150828 08:30:00","Total Business Investment (YoY)","","","","2"
"United Kingdom","20150828 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20150828 08:30:00","Total Business Investment (QoQ)","","","","1"
"Italy","20150828 09:00:00","10-y Bond Auction","","","","1"
"Italy","20150828 09:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20150828 09:00:00","Wage Inflation (MoM)","","","","1"
"Greece","20150828 09:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"Greece","20150828 09:00:00","Producer Price Index (YoY)","","","","1"
"Portugal","20150828 09:00:00","Business Confidence","","","","1"
"Portugal","20150828 09:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20150828 09:00:00","Business Climate","","","","2"
"European Monetary Union","20150828 09:00:00","Economic Sentiment Indicator","","","","2"
"European Monetary Union","20150828 09:00:00","Industrial Confidence","","","","2"
"European Monetary Union","20150828 09:00:00","Consumer Confidence","","","","2"
"European Monetary Union","20150828 09:00:00","Services Sentiment","","","","2"
" USD"","20150828 11:30:00",""FX Reserves","","","","India"
"Germany","20150828 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","1"
"Germany","20150828 12:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20150828 12:00:00","Consumer Price Index (YoY)","","","","1"
"Germany","20150828 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"United States","20150828 12:30:00","Personal Spending","","","","2"
"United States","20150828 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","2"
"United States","20150828 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","1"
"United States","20150828 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","1"
"United States","20150828 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","1"
"United States","20150828 12:30:00","Personal Income (MoM)","","","","2"
"Canada","20150828 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20150828 12:30:00","Raw Material Price Index","","","","1"
"United States","20150828 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","2"
