"country","date","name","actual","consensus","previous","volatility"
"Japan","20140606 05:00:00","Leading Economic Index",""," 106.200 "," 108.500 ","2"
"Japan","20140606 05:00:00","Coincident Index","",""," 114.500 ","2"
"Germany","20140606 06:00:00","Industrial Production s.a. (MoM)","","0.400  %","-0.500  %","2"
"Germany","20140606 06:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","3.000  %","2"
"Germany","20140606 06:00:00","Trade Balance s.a.","","€ 15.200 ","€ 14.800 ","2"
"Germany","20140606 06:00:00","Exports (MoM)","","1.500  %","-1.800  %","2"
"Germany","20140606 06:00:00","Imports (MoM)","","0.600  %","-0.900  %","2"
"Switzerland","20140606 07:00:00","Foreign Currency Reserves","",""," 438.900 ","2"
"Switzerland","20140606 07:15:00","Consumer Price Index (YoY)","","0.100  %","0.000  %","2"
"Switzerland","20140606 07:15:00","Consumer Price Index (MoM)","","0.200  %","0.100  %","2"
"Switzerland","20140606 07:15:00","Industrial Production (QoQ)","","","0.400  %","2"
"Switzerland","20140606 07:15:00","Industrial Production (YoY)","","","-0.600  %","2"
"United Kingdom","20140606 08:30:00","Consumer Inflation Expectations","","","2.800  %","2"
"United Kingdom","20140606 08:30:00","Total Trade Balance","","","£ -1.284 ","2"
"United Kingdom","20140606 08:30:00","Goods Trade Balance","","£ -8.650 ","£ -8.478 ","2"
"United Kingdom","20140606 08:30:00","Trade Balance; non-EU","","£ -3.100 ","£ -3.190 ","2"
"Poland","20140606 12:00:00","Central Bank FX Reserves","","","€ 74.200 ","1"
"Chile","20140606 12:00:00","Consumer Price Index (Inflation) (MoM)","","","0.600  %","1"
"Chile","20140606 12:00:00","Core Consumer Price Index (Inflation) (MoM)","","","0.800  %","1"
"Brazil","20140606 12:00:00","IPCA Inflation","","","0.670  %","1"
"United States","20140606 12:30:00","Nonfarm Payrolls",""," 218.000 "," 288.000 ","3"
"United States","20140606 12:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.000  %","2"
"United States","20140606 12:30:00","Average Hourly Earnings (YoY)","","","1.900  %","2"
"United States","20140606 12:30:00","Average Weekly Hours",""," 34.500 "," 34.500 ","1"
"United States","20140606 12:30:00","Labor Force Participation Rate","","","62.800  %","2"
"United States","20140606 12:30:00","Unemployment Rate","","6.400  %","6.300  %","3"
"Canada","20140606 12:30:00","Unemployment Rate","","6.900  %","6.900  %","3"
"Canada","20140606 12:30:00","Labor Productivity (QoQ)","","0.700  %","1.000  %","1"
"Canada","20140606 12:30:00","Net Change in Employment",""," 25.000 "," -28.900 ","3"
"Canada","20140606 12:30:00","Participation rate","","66.200  %","66.100  %","2"
"Mexico","20140606 14:00:00","Central Bank Interest Rate","","","3.500  %","1"
"Turkey","20140606 14:30:00","Treasury Cash Balance","",""," -9.290 ","1"
"United States","20140606 19:00:00","Consumer Credit Change","","$ 15.500 ","$ 17.530 ","2"
