"country","date","name","actual","consensus","previous","volatility"
"Australia","20140910 00:30:00","Westpac Consumer Confidence","","","3.800  %","2"
"China","20140910 02:00:00","New Loans","",""," 385.200 ","2"
"Germany","20140910 10:00:00","10-y Bond Auction","","","1.080  %","2"
"United States","20140910 11:00:00","MBA Mortgage Applications","","","0.200  %","2"
"Canada","20140910 12:30:00","Capacity Utilization","","82.800  %","82.500  %","1"
"United Kingdom","20140910 13:45:00","Inflation Report Hearings","","","","3"
"United States","20140910 14:00:00","Wholesale Inventories","","0.500  %","0.300  %","1"
"United States","20140910 14:30:00","EIA Crude Oil Stocks change",""," -1.000 "," -0.905 ","1"
"United States","20140910 17:00:00","10-Year Note Auction","","","2.439  %","1"
"New Zealand","20140910 21:00:00","RBNZ Interest Rate Decision","","3.500  %","3.500  %","3"
"New Zealand","20140910 21:00:00","Monetary Policy Statement ","","","","3"
"New Zealand","20140910 21:00:00","RBNZ Press Conference","","","","3"
"South Korea","20140910 23:00:00","Unemployment Rate","","","3.400  %","1"
"United Kingdom","20140910 23:01:00","RICS Housing Price Balance","","","49.000  %","1"
"United Kingdom","20140910 23:01:00","RICS Housing Price Balance","","","49.000  %","1"
"Japan","20140910 23:50:00","BSI Large Manufacturing (QoQ)","",""," -13.900 ","2"
"Japan","20140910 23:50:00","Foreign bond investment","","","¥ 503.700 ","1"
"Japan","20140910 23:50:00","Foreign investment in Japan stocks","","","¥ -110.700 ","1"
