"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20151009 00:00:00","IMF Meeting","","","","2"
"Australia","20151009 01:00:00","Home Loans","","","","2"
"Australia","20151009 01:00:00","Investment Lending for Homes","","","","2"
"France","20151009 06:45:00","Budget","","","","1"
"France","20151009 06:45:00","Industrial Output (MoM)","","","","1"
"Italy","20151009 08:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20151009 08:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20151009 08:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20151009 08:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20151009 08:30:00","Total Trade Balance","","","","1"
"Greece","20151009 09:00:00","Industrial Production (YoY)","","","","1"
"Greece","20151009 09:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20151009 09:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20151009 09:00:00","Global Trade Balance","","","","1"
" USD"","20151009 11:00:00",""FX Reserves","","","","India"
"United States","20151009 12:30:00","Export Price Index (YoY)","","","","1"
"United States","20151009 12:30:00","Import Price Index (YoY)","","","","1"
"United States","20151009 12:30:00","Export Price Index (MoM)","","","","1"
"United States","20151009 12:30:00","Import Price Index (MoM)","","","","1"
"Canada","20151009 12:30:00","Unemployment Rate","","","","3"
"Canada","20151009 12:30:00","Participation rate","","","","1"
"Canada","20151009 12:30:00","Net Change in Employment","","","","3"
"United States","20151009 13:10:00","Fed's Lockhart speech","","","","1"
"United States","20151009 14:00:00","Wholesale Inventories","","","","1"
"Canada","20151009 14:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20151009 17:30:00","Fed's Evans Speech","","","","1"
