"country","date","name","actual","consensus","previous","volatility"
"Australia","20170728 01:30:00","Producer Price Index (QoQ)","","","","1"
"Australia","20170728 01:30:00","Producer Price Index (YoY)","","","","1"
"France","20170728 05:30:00","Gross Domestic Product (QoQ)","","","","1"
"France","20170728 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20170728 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Spain","20170728 07:00:00","HICP (YoY)","","","","1"
"Spain","20170728 07:00:00","Gross Domestic Product - Estimated (QoQ)","","","","1"
"Spain","20170728 07:00:00","Gross Domestic Product - Estimated (YoY)","","","","1"
"Switzerland","20170728 07:00:00","KOF Leading Indicator","","","","2"
"Portugal","20170728 08:30:00","Business Confidence","","","","1"
"Portugal","20170728 08:30:00","Consumer Confidence","","","","1"
"Greece","20170728 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20170728 09:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170728 09:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20170728 09:00:00","Business Climate","","","","2"
"European Monetary Union","20170728 09:00:00","Economic Sentiment Indicator","","","","2"
"European Monetary Union","20170728 09:00:00","Industrial Confidence","","","","2"
"Italy","20170728 09:30:00","10-y Bond Auction","","","","1"
"Italy","20170728 09:30:00","5-y Bond Auction","","","","1"
"Russia","20170728 10:30:00","Interest rate decision","","","","2"
" USD"","20170728 11:30:00",""FX Reserves","","","","India"
"Germany","20170728 12:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20170728 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","1"
"Germany","20170728 12:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170728 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"Brazil","20170728 12:00:00","Unemployment Rate","","","","1"
"Brazil","20170728 12:00:00","Inflation Index/IGP-M","","","","1"
"United States","20170728 12:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20170728 12:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20170728 12:30:00","Employment cost index","","","","1"
"United States","20170728 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"United States","20170728 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"Canada","20170728 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20170728 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"Brazil","20170728 14:30:00","Nominal Budget Balance","","","","1"
"Brazil","20170728 14:30:00","Primary Budget Surplus","","","","1"
"United States","20170728 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170728 17:20:00","FOMC Member Kashkari Speech","","","","2"
"United States","20170728 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20170728 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170728 19:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20170728 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170728 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170728 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170728 19:30:00","CFTC AUD NC net positions","","","","1"
" pesos"","20170728 21:00:00",""Fiscal Balance","","","","Mexico"
