"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20140626 09:30:00","BOE's Governor Carney speech","","","","2"
"European Monetary Union","20140626 09:30:00","BOE's Governor Carney speech","","","","2"
"United Kingdom","20140626 09:30:00","Financial Stability Report","","","","2"
"Brazil","20140626 12:00:00","Unemployment Rate","","","4.900  %","1"
"United States","20140626 12:30:00","Fed's Lacker speech","","","","1"
"United States","20140626 12:30:00","Initial Jobless Claims",""," 310.000 "," 312.000 ","2"
"United States","20140626 12:30:00","Continuing Jobless Claims",""," 2.570 "," 2.561 ","2"
"United States","20140626 12:30:00","Personal Income (MoM)","","0.400  %","0.300  %","2"
"United States","20140626 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","0.200  %","0.200  %","2"
"United States","20140626 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","1.400  %","2"
"United States","20140626 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","0.200  %","1"
"United States","20140626 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","1.600  %","2"
"United States","20140626 12:30:00","Personal Spending","","0.400  %","-0.100  %","1"
"Belgium","20140626 13:00:00","Leading Indicator","",""," -6.800 ","1"
"United States","20140626 14:30:00","EIA Natural Gas Storage change",""," 101.000 "," 113.000 ","1"
"United States","20140626 15:00:00","Kansas Fed manufacturing activity","",""," 14.000 ","2"
"United States","20140626 17:00:00","7-Year Note Auction","","","2.010  %","1"
"United States","20140626 17:05:00","Fed's Bullard speech","","","","1"
"New Zealand","20140626 22:45:00","Trade Balance (MoM)","","$ 300.000 ","$ 534.000 ","2"
"New Zealand","20140626 22:45:00","Exports","","$ 4.560 ","$ 4.500 ","2"
"New Zealand","20140626 22:45:00","Imports","","$ 4.200 ","$ 3.960 ","2"
"New Zealand","20140626 22:45:00","Trade Balance (YoY)","","$ 1.430 ","$ 1.190 ","2"
"South Korea","20140626 23:00:00","Current Account Balance","",""," 9.810 ","1"
"South Korea","20140626 23:00:00","Industrial Output (YoY)","","","2.400  %","1"
"South Korea","20140626 23:00:00","Industrial Output Growth","","","0.100  %","1"
"South Korea","20140626 23:00:00","Service Sector Output","","","-1.000  %","1"
"United Kingdom","20140626 23:05:00","Gfk Consumer Confidence",""," 2.000 "," 0.000 ","2"
"Japan","20140626 23:30:00","National Consumer Price Index (YoY)","","","3.400  %","3"
"Japan","20140626 23:30:00","National CPI Ex Food, Energy (YoY)","","","2.300  %","3"
"Japan","20140626 23:30:00","National CPI Ex-Fresh Food (YoY)","","3.400  %","3.200  %","3"
"Japan","20140626 23:30:00","Tokyo Consumer Price Index (YoY)","","","3.100  %","3"
"Japan","20140626 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","","1.900  %","3"
"Japan","20140626 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","2.800  %","2.800  %","3"
"Japan","20140626 23:30:00","Overall Household Spending (YoY)","","-2.000  %","-4.600  %","2"
"Japan","20140626 23:30:00","Unemployment Rate","","3.600  %","3.600  %","2"
"Japan","20140626 23:30:00","Jobs/applicants ratio",""," 1.080 "," 1.080 ","2"
"Japan","20140626 23:50:00","Retail Trade s.a (MoM)","","","-13.700  %","2"
"Japan","20140626 23:50:00","Large Retailer's Sales","","","-6.800  %","2"
"Japan","20140626 23:50:00","Retail Trade (YoY)","","-1.800  %","-4.400  %","2"
