"country","date","name","actual","consensus","previous","volatility"
"Australia","20170330 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Spain","20170330 07:00:00","HICP (YoY)","","","","1"
"Switzerland","20170330 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20170330 08:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20170330 08:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20170330 09:00:00","10-y Bond Auction","","","","1"
"Italy","20170330 09:00:00","5-y Bond Auction","","","","1"
"European Monetary Union","20170330 09:00:00","Consumer Confidence","","","","2"
"European Monetary Union","20170330 09:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170330 09:00:00","Economic Sentiment Indicator","","","","2"
"European Monetary Union","20170330 09:00:00","Business Climate","","","","2"
"European Monetary Union","20170330 09:00:00","Industrial Confidence","","","","2"
"Portugal","20170330 09:30:00","Business Confidence","","","","1"
"Portugal","20170330 09:30:00","Consumer Confidence","","","","1"
"Germany","20170330 12:00:00","Consumer Price Index (YoY)","","","","1"
"Germany","20170330 12:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20170330 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"Germany","20170330 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","1"
"Brazil","20170330 12:00:00","Inflation Index/IGP-M","","","","1"
"Brazil","20170330 12:00:00","Retail Sales (MoM)","","","","1"
"United States","20170330 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20170330 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170330 12:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20170330 12:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20170330 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"United States","20170330 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"Canada","20170330 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20170330 12:30:00","Raw Material Price Index","","","","1"
"Russia","20170330 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170330 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170330 15:00:00","FOMC Member Kaplan Speech","","","","1"
"United States","20170330 15:15:00","FOMC Member Williams speech","","","","1"
"Mexico","20170330 19:00:00","Central Bank Interest Rate","","","","1"
" pesos"","20170330 20:00:00",""Fiscal Balance","","","","Mexico"
"New Zealand","20170330 21:45:00","Building Permits s.a. (MoM)","","","","1"
"United Kingdom","20170330 23:01:00","Gfk Consumer Confidence","","","","2"
"Japan","20170330 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
"Japan","20170330 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
" Energy (YoY)"","20170330 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20170330 23:30:00","National Consumer Price Index (YoY)","","","","2"
"Japan","20170330 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
" Energy (YoY)"","20170330 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20170330 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20170330 23:30:00","Unemployment Rate","","","","2"
"Japan","20170330 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20170330 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20170330 23:50:00","Industrial Production (YoY)","","","","2"
